gid,nome,tipo,fk
1901,Santa Fé do Araguaia,MUNICÍPIO,15
1902,Aragominas,MUNICÍPIO,15
1903,Itinga do Maranhão,MUNICÍPIO,7
1904,Capela de Santana,MUNICÍPIO,22
1905,Tabocas do Brejo Velho,MUNICÍPIO,29
1906,Gilbués,MUNICÍPIO,6
1907,Pontes e Lacerda,MUNICÍPIO,21
1908,João Costa,MUNICÍPIO,6
1909,Tremembé,MUNICÍPIO,31
1910,Pedra Branca do Amapari,MUNICÍPIO,14
1911,Bastos,MUNICÍPIO,31
1912,Tabaporã,MUNICÍPIO,21
1913,Rurópolis,MUNICÍPIO,13
1914,Breves,MUNICÍPIO,13
1915,Aveiro,MUNICÍPIO,13
1916,Caçapava do Sul,MUNICÍPIO,22
1917,Aiuruoca,MUNICÍPIO,24
1918,Cabrobó,MUNICÍPIO,28
1919,Conde,MUNICÍPIO,27
1920,Forquilhinha,MUNICÍPIO,18
1921,Ipumirim,MUNICÍPIO,18
1922,Irani,MUNICÍPIO,18
1923,São Pedro do Suaçuí,MUNICÍPIO,24
1924,Orleans,MUNICÍPIO,18
1925,São Cristóvão do Sul,MUNICÍPIO,18
1926,Cromínia,MUNICÍPIO,30
1927,Campos Verdes,MUNICÍPIO,30
1928,Governador Jorge Teixeira,MUNICÍPIO,9
1929,Carazinho,MUNICÍPIO,22
1930,Valença,MUNICÍPIO,29
1931,Fortaleza dos Valos,MUNICÍPIO,22
1932,Vista Alegre do Prata,MUNICÍPIO,22
1933,Bozano,MUNICÍPIO,22
1934,Alpercata,MUNICÍPIO,24
1935,Portão,MUNICÍPIO,22
1936,Camaçari,MUNICÍPIO,29
1937,Dom Feliciano,MUNICÍPIO,22
1938,Candelária,MUNICÍPIO,22
1939,Unistalda,MUNICÍPIO,22
1940,Agricolândia,MUNICÍPIO,6
1941,Quatro Irmãos,MUNICÍPIO,22
1942,Tucunduva,MUNICÍPIO,22
1943,Santana de Parnaíba,MUNICÍPIO,31
1944,Aparecida,MUNICÍPIO,31
1945,Piracicaba,MUNICÍPIO,31
1946,Itaguajé,MUNICÍPIO,17
1947,Amparo,MUNICÍPIO,31
1948,Mirante do Paranapanema,MUNICÍPIO,31
1949,Pirapozinho,MUNICÍPIO,31
1950,Regente Feijó,MUNICÍPIO,31
1951,Santo Anastácio,MUNICÍPIO,31
1952,Parapuã,MUNICÍPIO,31
1953,Queiroz,MUNICÍPIO,31
1954,Junqueirópolis,MUNICÍPIO,31
1955,Lucianópolis,MUNICÍPIO,31
1956,Serra Azul,MUNICÍPIO,31
1957,Monte Castelo,MUNICÍPIO,31
1958,Ribeirão Preto,MUNICÍPIO,31
1959,Santo Antônio do Aracanguá,MUNICÍPIO,31
1960,Mirassolândia,MUNICÍPIO,31
1962,Barretos,MUNICÍPIO,31
1963,Cosmorama,MUNICÍPIO,31
1964,Coronel Fabriciano,MUNICÍPIO,24
1965,Barão de Melgaço,MUNICÍPIO,21
1966,Dom Aquino,MUNICÍPIO,21
1967,Rio Branco,MUNICÍPIO,21
1968,Laje,MUNICÍPIO,29
1969,Araguaiana,MUNICÍPIO,21
1970,Palmeirópolis,MUNICÍPIO,15
1971,Combinado,MUNICÍPIO,15
1972,Lavandeira,MUNICÍPIO,15
1973,Ipaba,MUNICÍPIO,24
1974,Flor da Serra do Sul,MUNICÍPIO,17
1975,Figueirópolis,MUNICÍPIO,15
1976,Sucupira,MUNICÍPIO,15
1977,Colíder,MUNICÍPIO,21
1978,Umbuzeiro,MUNICÍPIO,27
1979,Manfrinópolis,MUNICÍPIO,17
1980,Itapuí,MUNICÍPIO,31
1981,Limoeiro do Ajuru,MUNICÍPIO,13
1982,Governador Nunes Freire,MUNICÍPIO,7
1983,Gurupá,MUNICÍPIO,13
1984,Putinga,MUNICÍPIO,22
1985,Santo Antônio do Paraíso,MUNICÍPIO,17
1986,Barão de Antonina,MUNICÍPIO,31
1987,Santa Bárbara d'Oeste,MUNICÍPIO,31
1988,Brazópolis,MUNICÍPIO,24
1989,Agudos do Sul,MUNICÍPIO,17
1990,Nazaré do Piauí,MUNICÍPIO,6
2070,Santo Ângelo,MUNICÍPIO,22
2071,Bonito,MUNICÍPIO,29
2072,Painel,MUNICÍPIO,18
2073,Ajuricaba,MUNICÍPIO,22
2074,Almirante Tamandaré do Sul,MUNICÍPIO,22
2075,Campo Novo,MUNICÍPIO,22
2076,Capão Bonito do Sul,MUNICÍPIO,22
2077,Catuípe,MUNICÍPIO,22
2167,Arceburgo,MUNICÍPIO,24
2168,Penápolis,MUNICÍPIO,31
2169,Tambaú,MUNICÍPIO,31
2170,Valparaíso,MUNICÍPIO,31
2171,Urupês,MUNICÍPIO,31
2172,Alto Rio Doce,MUNICÍPIO,24
1961,São João das Duas Pontes,MUNICÍPIO,31
1991,Benedito Novo,MUNICÍPIO,18
1992,São Bento do Sul,MUNICÍPIO,18
1993,Cruz Alta,MUNICÍPIO,22
1994,Derrubadas,MUNICÍPIO,22
1995,Dom Pedrito,MUNICÍPIO,22
1996,Guaporé,MUNICÍPIO,22
1997,Independência,MUNICÍPIO,22
1998,Resende,MUNICÍPIO,23
1999,Caiçara,MUNICÍPIO,22
2000,Chuvisca,MUNICÍPIO,22
2001,Ibirubá,MUNICÍPIO,22
2002,Itamaraju,MUNICÍPIO,29
2003,Mata de São João,MUNICÍPIO,29
2004,Caparaó,MUNICÍPIO,24
2005,Presidente Sarney,MUNICÍPIO,7
2006,Peri Mirim,MUNICÍPIO,7
2007,Palmeirândia,MUNICÍPIO,7
2008,Mocajuba,MUNICÍPIO,13
2009,Maranhãozinho,MUNICÍPIO,7
2010,São Sebastião do Uatumã,MUNICÍPIO,11
2011,São Braz do Piauí,MUNICÍPIO,6
2012,Goianorte,MUNICÍPIO,15
2013,Igaci,MUNICÍPIO,16
2014,Pedro Afonso,MUNICÍPIO,15
2015,Centenário,MUNICÍPIO,15
2016,Barão do Triunfo,MUNICÍPIO,22
2019,Santa Maria das Barreiras,MUNICÍPIO,13
2020,Diamantino,MUNICÍPIO,21
2021,Rosário Oeste,MUNICÍPIO,21
2022,Amaral Ferrador,MUNICÍPIO,22
2017,Divino,MUNICÍPIO,24
2023,Pedras Altas,MUNICÍPIO,22
2024,Guaratinguetá,MUNICÍPIO,31
2025,Cristal,MUNICÍPIO,22
2026,Santa Margarida do Sul,MUNICÍPIO,22
2027,Santana da Boa Vista,MUNICÍPIO,22
2028,Paranavaí,MUNICÍPIO,17
2029,Piquete,MUNICÍPIO,31
2030,Cabrália Paulista,MUNICÍPIO,31
2031,Campo Bom,MUNICÍPIO,22
2032,Eugênio de Castro,MUNICÍPIO,22
2033,Taquari,MUNICÍPIO,22
2034,Vale Verde,MUNICÍPIO,22
2035,Estiva,MUNICÍPIO,24
2036,Virgínia,MUNICÍPIO,24
2037,Sandovalina,MUNICÍPIO,31
2038,Anhumas,MUNICÍPIO,31
2039,Restinga Sêca,MUNICÍPIO,22
2040,Santa Cruz do Sul,MUNICÍPIO,22
2041,Nova Hartz,MUNICÍPIO,22
2042,Quevedos,MUNICÍPIO,22
2043,Vera Cruz,MUNICÍPIO,22
2044,Luís Eduardo Magalhães,MUNICÍPIO,29
2045,Macajuba,MUNICÍPIO,29
2046,Sapucaia,MUNICÍPIO,23
2047,Bataguassu,MUNICÍPIO,19
2048,Rio Brilhante,MUNICÍPIO,19
2049,Jardim,MUNICÍPIO,19
2050,Nioaque,MUNICÍPIO,19
2051,Brasilândia,MUNICÍPIO,19
2052,Marques de Souza,MUNICÍPIO,22
2053,São Francisco de Assis,MUNICÍPIO,22
2054,Coronel Freitas,MUNICÍPIO,18
2055,Venâncio Aires,MUNICÍPIO,22
2056,Coxilha,MUNICÍPIO,22
2057,Santa Terezinha do Progresso,MUNICÍPIO,18
2058,Taió,MUNICÍPIO,18
2059,Vila Lângaro,MUNICÍPIO,22
2060,Inhacorá,MUNICÍPIO,22
2061,Jari,MUNICÍPIO,22
2062,Marau,MUNICÍPIO,22
2063,Santo Antônio do Palma,MUNICÍPIO,22
2064,São Miguel das Missões,MUNICÍPIO,22
2065,Tapera,MUNICÍPIO,22
2066,Sangão,MUNICÍPIO,18
2067,Jundiaí,MUNICÍPIO,31
2068,Novo Barreiro,MUNICÍPIO,22
2069,Panambi,MUNICÍPIO,22
2018,Itirapuã,MUNICÍPIO,31
2078,Irecê,MUNICÍPIO,29
2079,Dois Irmãos das Missões,MUNICÍPIO,22
2080,Floriano Peixoto,MUNICÍPIO,22
2081,Getúlio Vargas,MUNICÍPIO,22
2082,Boquim,MUNICÍPIO,20
2083,Ibiaçá,MUNICÍPIO,22
2084,Sananduva,MUNICÍPIO,22
2085,Santo Augusto,MUNICÍPIO,22
2086,São José do Inhacorá,MUNICÍPIO,22
2087,São Nicolau,MUNICÍPIO,22
2088,Sarandi,MUNICÍPIO,22
2089,Tapejara,MUNICÍPIO,22
2090,Lages,MUNICÍPIO,18
2091,Urupema,MUNICÍPIO,18
2092,Chapada,MUNICÍPIO,22
2093,Ipiranga do Sul,MUNICÍPIO,22
2094,Lagoa Vermelha,MUNICÍPIO,22
2095,Sertão,MUNICÍPIO,22
2096,Itaperuçu,MUNICÍPIO,17
2097,Braga,MUNICÍPIO,22
2098,Liberato Salzano,MUNICÍPIO,22
2099,Tubarão,MUNICÍPIO,18
2100,Zortéa,MUNICÍPIO,18
2101,Brunópolis,MUNICÍPIO,18
2102,Doutor Maurício Cardoso,MUNICÍPIO,22
2103,Esperança do Sul,MUNICÍPIO,22
2104,Rio Claro,MUNICÍPIO,31
2105,Serra Negra,MUNICÍPIO,31
2106,Caiabu,MUNICÍPIO,31
2107,Emilianópolis,MUNICÍPIO,31
2108,Guaimbê,MUNICÍPIO,31
2109,Nova Europa,MUNICÍPIO,31
2110,Santa Cruz das Palmeiras,MUNICÍPIO,31
2111,Tenente Portela,MUNICÍPIO,22
2112,Três Passos,MUNICÍPIO,22
2113,Palmitos,MUNICÍPIO,18
2114,São Lourenço do Oeste,MUNICÍPIO,18
2115,Itapejara d'Oeste,MUNICÍPIO,17
2116,Bento de Abreu,MUNICÍPIO,31
2117,Franco da Rocha,MUNICÍPIO,31
2118,Itatinga,MUNICÍPIO,31
2119,Itupeva,MUNICÍPIO,31
2120,Ângulo,MUNICÍPIO,17
2121,Iguatemi,MUNICÍPIO,19
2122,Águas de Santa Bárbara,MUNICÍPIO,31
2123,Bragança Paulista,MUNICÍPIO,31
2124,Miranda,MUNICÍPIO,19
2125,Monteiro Lobato,MUNICÍPIO,31
2126,Piraju,MUNICÍPIO,31
2127,Rio das Pedras,MUNICÍPIO,31
2128,Campinas,MUNICÍPIO,31
2129,Campos do Jordão,MUNICÍPIO,31
2130,Espírito Santo do Turvo,MUNICÍPIO,31
2131,Paulínia,MUNICÍPIO,31
2132,Alvorada do Sul,MUNICÍPIO,17
2133,Assis,MUNICÍPIO,31
2134,Iepê,MUNICÍPIO,31
2135,Igaraçu do Tietê,MUNICÍPIO,31
2136,Lençóis Paulista,MUNICÍPIO,31
2137,Lucélia,MUNICÍPIO,31
2138,Maracaí,MUNICÍPIO,31
2139,Paulistânia,MUNICÍPIO,31
2140,Santo Antônio de Posse,MUNICÍPIO,31
2141,Monte Aprazível,MUNICÍPIO,31
2142,Patrocínio Paulista,MUNICÍPIO,31
2143,Restinga,MUNICÍPIO,31
2144,São José dos Campos,MUNICÍPIO,31
2145,Jaú,MUNICÍPIO,31
2146,Macatuba,MUNICÍPIO,31
2147,Mineiros do Tietê,MUNICÍPIO,31
2148,Três Rios,MUNICÍPIO,23
2149,Oriente,MUNICÍPIO,31
2150,Quatá,MUNICÍPIO,31
2151,Tupã,MUNICÍPIO,31
2152,Bom Jardim de Minas,MUNICÍPIO,24
2153,Careaçu,MUNICÍPIO,24
2154,Sagres,MUNICÍPIO,31
2155,São João da Boa Vista,MUNICÍPIO,31
2156,Trabiju,MUNICÍPIO,31
2157,Uru,MUNICÍPIO,31
2158,Campanha,MUNICÍPIO,24
2159,Cordislândia,MUNICÍPIO,24
2160,Jales,MUNICÍPIO,31
2161,Campestre,MUNICÍPIO,24
2162,Orindiúva,MUNICÍPIO,31
2163,Rincão,MUNICÍPIO,31
2164,Santa Rita do Passa Quatro,MUNICÍPIO,31
2165,São José do Rio Pardo,MUNICÍPIO,31
2166,Alto Alegre,MUNICÍPIO,31
2173,Júlio de Castilhos,MUNICÍPIO,22
2174,Lavras do Sul,MUNICÍPIO,22
2175,Rosário do Sul,MUNICÍPIO,22
2176,Tupanciretã,MUNICÍPIO,22
2177,Campos Gerais,MUNICÍPIO,24
2178,Imbé de Minas,MUNICÍPIO,24
2179,São Francisco de Paula,MUNICÍPIO,22
2180,São Luiz Gonzaga,MUNICÍPIO,22
2181,Itabuna,MUNICÍPIO,29
2182,Campo Belo,MUNICÍPIO,24
2183,Bebedouro,MUNICÍPIO,31
2184,Rio do Pires,MUNICÍPIO,29
2185,Cajobi,MUNICÍPIO,31
2186,Lavínia,MUNICÍPIO,31
2187,Altinópolis,MUNICÍPIO,31
2188,Gastão Vidigal,MUNICÍPIO,31
2189,Murutinga do Sul,MUNICÍPIO,31
2190,Altair,MUNICÍPIO,31
2191,Andradina,MUNICÍPIO,31
2192,Morro Agudo,MUNICÍPIO,31
2193,Cláudio,MUNICÍPIO,24
2194,Jeriquara,MUNICÍPIO,31
2195,Nova Granada,MUNICÍPIO,31
2196,Carbonita,MUNICÍPIO,24
2197,Edealina,MUNICÍPIO,30
2198,Urutaí,MUNICÍPIO,30
2199,Corumbá,MUNICÍPIO,19
2200,Juína,MUNICÍPIO,21
2201,Berilo,MUNICÍPIO,24
2202,Formosa do Rio Preto,MUNICÍPIO,29
2203,Botumirim,MUNICÍPIO,24
2204,Francisco Badaró,MUNICÍPIO,24
2205,Conceição do Pará,MUNICÍPIO,24
2206,Calçado,MUNICÍPIO,28
2207,Itacambira,MUNICÍPIO,24
2208,Itacajá,MUNICÍPIO,15
2209,Recursolândia,MUNICÍPIO,15
2210,Jutaí,MUNICÍPIO,11
2211,Novo Airão,MUNICÍPIO,11
2212,Sumaré,MUNICÍPIO,31
2213,Corinto,MUNICÍPIO,24
2214,Betim,MUNICÍPIO,24
2215,Mazagão,MUNICÍPIO,14
2216,Porto Grande,MUNICÍPIO,14
2217,Ananás,MUNICÍPIO,15
2218,Rochedo,MUNICÍPIO,19
2219,Pingo d'Água,MUNICÍPIO,24
2220,Barão de Cocais,MUNICÍPIO,24
2221,Cordisburgo,MUNICÍPIO,24
2222,Alvorada de Minas,MUNICÍPIO,24
2223,Ivolândia,MUNICÍPIO,30
2224,Alcinópolis,MUNICÍPIO,19
2225,Chapadão do Sul,MUNICÍPIO,19
2226,Cotriguaçu,MUNICÍPIO,21
2227,Arari,MUNICÍPIO,7
2228,Dom Joaquim,MUNICÍPIO,24
2229,Água Boa,MUNICÍPIO,21
2230,Campo Novo do Parecis,MUNICÍPIO,21
2231,Nova Mutum,MUNICÍPIO,21
2232,Lucas do Rio Verde,MUNICÍPIO,21
2233,Paranatinga,MUNICÍPIO,21
2234,Novo Santo Antônio,MUNICÍPIO,21
2235,Ribeirão Cascalheira,MUNICÍPIO,21
2236,São José do Rio Claro,MUNICÍPIO,21
2237,Sapezal,MUNICÍPIO,21
2238,Quirinópolis,MUNICÍPIO,30
2239,Canarana,MUNICÍPIO,21
2240,Itaúba,MUNICÍPIO,21
2241,Porto dos Gaúchos,MUNICÍPIO,21
2242,Querência,MUNICÍPIO,21
2243,São João do Pacuí,MUNICÍPIO,24
2244,Virgem da Lapa,MUNICÍPIO,24
2245,Campos Lindos,MUNICÍPIO,15
2246,Caiapônia,MUNICÍPIO,30
2247,Pium,MUNICÍPIO,15
2248,Rio Sono,MUNICÍPIO,15
2249,Palmeiras de Goiás,MUNICÍPIO,30
2250,Confresa,MUNICÍPIO,21
2251,Alto Araguaia,MUNICÍPIO,21
2252,Nova Canaã do Norte,MUNICÍPIO,21
2253,Cafezal do Sul,MUNICÍPIO,17
2254,Porto Velho,MUNICÍPIO,9
2255,Riachão,MUNICÍPIO,7
2256,Araguainha,MUNICÍPIO,21
2257,Marcelândia,MUNICÍPIO,21
2258,Pedra Preta,MUNICÍPIO,21
2259,Firminópolis,MUNICÍPIO,30
2260,Iporá,MUNICÍPIO,30
2261,Israelândia,MUNICÍPIO,30
2262,Belo Campo,MUNICÍPIO,29
2263,Canavieiras,MUNICÍPIO,29
2264,Guaraíta,MUNICÍPIO,30
2265,Itapirapuã,MUNICÍPIO,30
2266,Mirassol d'Oeste,MUNICÍPIO,21
2267,São José dos Quatro Marcos,MUNICÍPIO,21
2268,Canindé de São Francisco,MUNICÍPIO,20
2269,Viseu,MUNICÍPIO,13
2270,Pai Pedro,MUNICÍPIO,24
2271,Palmas de Monte Alto,MUNICÍPIO,29
2272,Caturama,MUNICÍPIO,29
2273,Alta Floresta,MUNICÍPIO,21
2274,Cuiabá,MUNICÍPIO,21
2275,Madre de Deus,MUNICÍPIO,29
2276,Humaitá,MUNICÍPIO,11
2277,Alvorada do Norte,MUNICÍPIO,30
2278,Sebastião Laranjeiras,MUNICÍPIO,29
2279,Riachão do Bacamarte,MUNICÍPIO,27
2280,Taperoá,MUNICÍPIO,29
2281,Teolândia,MUNICÍPIO,29
2282,Maraú,MUNICÍPIO,29
2283,Campinaçu,MUNICÍPIO,30
2284,Mara Rosa,MUNICÍPIO,30
2285,Nova Xavantina,MUNICÍPIO,21
2286,Tangará da Serra,MUNICÍPIO,21
2287,Jussiape,MUNICÍPIO,29
2288,Seringueiras,MUNICÍPIO,9
2289,Jaguaripe,MUNICÍPIO,29
2290,Belmonte,MUNICÍPIO,29
2291,Santa Terezinha,MUNICÍPIO,21
2292,Lagoa de Pedras,MUNICÍPIO,25
2293,Figueirão,MUNICÍPIO,19
2294,Sinop,MUNICÍPIO,21
2295,Riachão das Neves,MUNICÍPIO,29
2296,Maragogipe,MUNICÍPIO,29
2297,Nova Redenção,MUNICÍPIO,29
2298,Palmeira,MUNICÍPIO,17
2299,São Valério,MUNICÍPIO,15
2300,Serra Negra do Norte,MUNICÍPIO,25
2301,Alvorada,MUNICÍPIO,15
2302,Tapurah,MUNICÍPIO,21
2303,Theobroma,MUNICÍPIO,9
2304,Paranã,MUNICÍPIO,15
2305,Feliz Natal,MUNICÍPIO,21
2424,Aragarças,MUNICÍPIO,30
2306,Novo Horizonte do Norte,MUNICÍPIO,21
2307,Salgado Filho,MUNICÍPIO,17
2308,Cláudia,MUNICÍPIO,21
2309,Luciara,MUNICÍPIO,21
2310,São Félix do Araguaia,MUNICÍPIO,21
2311,Caicó,MUNICÍPIO,25
2312,Urupá,MUNICÍPIO,9
2313,Brejinho de Nazaré,MUNICÍPIO,15
2314,Tanquinho,MUNICÍPIO,29
2315,Barra,MUNICÍPIO,29
2316,Itiúba,MUNICÍPIO,29
2352,São Gonçalo do Rio Abaixo,MUNICÍPIO,24
2426,Britânia,MUNICÍPIO,30
2427,Indiara,MUNICÍPIO,30
2428,Hidrolina,MUNICÍPIO,30
2518,Cansanção,MUNICÍPIO,29
2519,Bernardino de Campos,MUNICÍPIO,31
2779,São João Nepomuceno,MUNICÍPIO,24
2780,São José da Safira,MUNICÍPIO,24
2317,General Maynard,MUNICÍPIO,20
2318,Colinas,MUNICÍPIO,7
2319,Fernando Falcão,MUNICÍPIO,7
2320,Vila Velha,MUNICÍPIO,8
2321,Teotônio Vilela,MUNICÍPIO,16
2322,Jeremoabo,MUNICÍPIO,29
2323,Águas Belas,MUNICÍPIO,28
2324,Palestina,MUNICÍPIO,16
2325,Volta Grande,MUNICÍPIO,24
2326,Acari,MUNICÍPIO,25
2327,Fortuna,MUNICÍPIO,7
2328,Brejo de Areia,MUNICÍPIO,7
2329,Primavera do Leste,MUNICÍPIO,21
2330,Vitorino Freire,MUNICÍPIO,7
2331,Vargem Grande,MUNICÍPIO,7
2332,Paracambi,MUNICÍPIO,23
2333,Tartarugalzinho,MUNICÍPIO,14
2334,Serra do Navio,MUNICÍPIO,14
2335,Cachoeira Grande,MUNICÍPIO,7
2336,Tonantins,MUNICÍPIO,11
2337,Bagre,MUNICÍPIO,13
2338,Centro do Guilherme,MUNICÍPIO,7
2339,Aurora do Pará,MUNICÍPIO,13
2340,Cametá,MUNICÍPIO,13
2341,Madeiro,MUNICÍPIO,6
2342,Monte Alegre,MUNICÍPIO,13
2343,Santa Luzia do Pará,MUNICÍPIO,13
2344,Conquista D'Oeste,MUNICÍPIO,21
2345,Cutias,MUNICÍPIO,14
2346,Macapá,MUNICÍPIO,14
2347,Pilõezinhos,MUNICÍPIO,27
2348,São Gabriel,MUNICÍPIO,22
2349,São Vicente do Sul,MUNICÍPIO,22
2350,Monte das Gameleiras,MUNICÍPIO,25
2351,São Geraldo da Piedade,MUNICÍPIO,24
2508,Avaí,MUNICÍPIO,31
2353,Lucena,MUNICÍPIO,27
2354,Esmeraldas,MUNICÍPIO,24
2355,Matozinhos,MUNICÍPIO,24
2356,Santa Luzia,MUNICÍPIO,24
2357,Jaú do Tocantins,MUNICÍPIO,15
2358,Crixás,MUNICÍPIO,30
2359,Porto Alegre do Norte,MUNICÍPIO,21
2360,Itaboraí,MUNICÍPIO,23
2361,Mogi das Cruzes,MUNICÍPIO,31
2363,Dourados,MUNICÍPIO,19
2364,Mirante da Serra,MUNICÍPIO,9
2365,Guajará-Mirim,MUNICÍPIO,9
2366,Chaves,MUNICÍPIO,13
2367,Comodoro,MUNICÍPIO,21
2368,Alta Floresta D'Oeste,MUNICÍPIO,9
2369,Alto Alegre dos Parecis,MUNICÍPIO,9
2370,Cabixi,MUNICÍPIO,9
2371,Cacoal,MUNICÍPIO,9
2372,Marechal Thaumaturgo,MUNICÍPIO,10
2373,Porto Walter,MUNICÍPIO,10
2374,Rodrigues Alves,MUNICÍPIO,10
2375,Sena Madureira,MUNICÍPIO,10
2376,Manoel Urbano,MUNICÍPIO,10
2377,Campo Novo de Rondônia,MUNICÍPIO,9
2378,Ariquemes,MUNICÍPIO,9
2379,Cerejeiras,MUNICÍPIO,9
2380,Corumbiara,MUNICÍPIO,9
2381,Chupinguaia,MUNICÍPIO,9
2382,Cujubim,MUNICÍPIO,9
2383,Costa Marques,MUNICÍPIO,9
2384,Acrelândia,MUNICÍPIO,10
2385,Senador Guiomard,MUNICÍPIO,10
2386,Cruzeiro do Sul,MUNICÍPIO,10
2387,Oeiras do Pará,MUNICÍPIO,13
2388,Soure,MUNICÍPIO,13
2389,São Domingos do Araguaia,MUNICÍPIO,13
2390,Aliança do Tocantins,MUNICÍPIO,15
2391,Chapada da Natividade,MUNICÍPIO,15
2392,Crixás do Tocantins,MUNICÍPIO,15
2393,Aparecida do Rio Negro,MUNICÍPIO,15
2394,Bom Jesus do Tocantins,MUNICÍPIO,15
2395,Igarapé-Miri,MUNICÍPIO,13
2396,Couto Magalhães,MUNICÍPIO,15
2397,Araguanã,MUNICÍPIO,15
2398,Primavera,MUNICÍPIO,13
2399,Amaralina,MUNICÍPIO,30
2400,Aporé,MUNICÍPIO,30
2401,Bom Jesus de Goiás,MUNICÍPIO,30
2402,Caçu,MUNICÍPIO,30
2403,Aparecida do Rio Doce,MUNICÍPIO,30
2404,Uruará,MUNICÍPIO,13
2405,Senador José Porfírio,MUNICÍPIO,13
2406,Laranjal do Jari,MUNICÍPIO,14
2407,Ferreira Gomes,MUNICÍPIO,14
2408,Dueré,MUNICÍPIO,15
2409,Cariri do Tocantins,MUNICÍPIO,15
2410,Dianópolis,MUNICÍPIO,15
2411,Goiatins,MUNICÍPIO,15
2412,Monte Santo do Tocantins,MUNICÍPIO,15
2413,Marianópolis do Tocantins,MUNICÍPIO,15
2414,Juarina,MUNICÍPIO,15
2415,Formoso do Araguaia,MUNICÍPIO,15
2416,Pugmil,MUNICÍPIO,15
2417,Sandolândia,MUNICÍPIO,15
2418,São Salvador do Tocantins,MUNICÍPIO,15
2419,Tupiratins,MUNICÍPIO,15
2420,Dormentes,MUNICÍPIO,28
2421,Barros Cassal,MUNICÍPIO,22
2422,Anicuns,MUNICÍPIO,30
2423,Buriti de Goiás,MUNICÍPIO,30
2509,Avanhandava,MUNICÍPIO,31
2510,Paulo Frontin,MUNICÍPIO,17
2511,Peabiru,MUNICÍPIO,17
2512,Perobal,MUNICÍPIO,17
2513,Pérola,MUNICÍPIO,17
2514,Araraquara,MUNICÍPIO,31
2515,Araras,MUNICÍPIO,31
2362,Nova Friburgo,MUNICÍPIO,23
2425,Araçu,MUNICÍPIO,30
2429,Ourolândia,MUNICÍPIO,29
2430,Mozarlândia,MUNICÍPIO,30
2431,Santa Fé de Goiás,MUNICÍPIO,30
2432,Uruana,MUNICÍPIO,30
2433,Pilar de Goiás,MUNICÍPIO,30
2434,Uirapuru,MUNICÍPIO,30
2435,Mutunópolis,MUNICÍPIO,30
2436,Mundo Novo,MUNICÍPIO,30
2437,São Domingos,MUNICÍPIO,30
2438,Porangatu,MUNICÍPIO,30
2439,Itatiaia,MUNICÍPIO,23
2440,Iguaba Grande,MUNICÍPIO,23
2441,Ribas do Rio Pardo,MUNICÍPIO,19
2442,Corguinho,MUNICÍPIO,19
2443,Paraíso das Águas,MUNICÍPIO,19
2444,Três Lagoas,MUNICÍPIO,19
2445,Costa Rica,MUNICÍPIO,19
2446,Espírito Santo,MUNICÍPIO,25
2447,Cananéia,MUNICÍPIO,31
2448,Guarujá,MUNICÍPIO,31
2449,Rio de Janeiro,MUNICÍPIO,23
2450,Ubatuba,MUNICÍPIO,31
2451,Peruíbe,MUNICÍPIO,31
2452,Cabo Frio,MUNICÍPIO,23
2453,Arraial do Cabo,MUNICÍPIO,23
2454,Armação dos Búzios,MUNICÍPIO,23
2455,Caravelas,MUNICÍPIO,29
2456,Caçapava,MUNICÍPIO,31
2457,Jacareí,MUNICÍPIO,31
2458,Comendador Levy Gasparian,MUNICÍPIO,23
2459,Macuco,MUNICÍPIO,23
2460,Cambuci,MUNICÍPIO,23
2461,Macaé,MUNICÍPIO,23
2516,Arco-Íris,MUNICÍPIO,31
2517,Arealva,MUNICÍPIO,31
2462,Braço do Trombudo,MUNICÍPIO,18
2463,Paraíba do Sul,MUNICÍPIO,23
2464,Trajano de Moraes,MUNICÍPIO,23
2465,Volta Redonda,MUNICÍPIO,23
2466,Barracão,MUNICÍPIO,22
2467,Campo Verde,MUNICÍPIO,21
2468,Alto Paraguai,MUNICÍPIO,21
2469,Chapada dos Guimarães,MUNICÍPIO,21
2470,Campos de Júlio,MUNICÍPIO,21
2471,Acorizal,MUNICÍPIO,21
2472,Sorriso,MUNICÍPIO,21
2473,Anita Garibaldi,MUNICÍPIO,18
2474,Araranguá,MUNICÍPIO,18
2475,Arroio Trinta,MUNICÍPIO,18
2476,Braço do Norte,MUNICÍPIO,18
2477,Cerro Negro,MUNICÍPIO,18
2478,Campo Erê,MUNICÍPIO,18
2479,Iporã do Oeste,MUNICÍPIO,18
2480,Vargem Bonita,MUNICÍPIO,18
2481,Biritiba Mirim,MUNICÍPIO,31
2482,Três Corações,MUNICÍPIO,24
2483,Três Pontas,MUNICÍPIO,24
2484,Tumiritinga,MUNICÍPIO,24
2485,Campina do Simão,MUNICÍPIO,17
2486,Campina Grande do Sul,MUNICÍPIO,17
2487,Campo Bonito,MUNICÍPIO,17
2488,Campo do Tenente,MUNICÍPIO,17
2489,Cândido de Abreu,MUNICÍPIO,17
2490,Cantagalo,MUNICÍPIO,17
2491,Carambeí,MUNICÍPIO,17
2492,Castro,MUNICÍPIO,17
2493,Cianorte,MUNICÍPIO,17
2494,Conselheiro Mairinck,MUNICÍPIO,17
2495,Contenda,MUNICÍPIO,17
2496,Corbélia,MUNICÍPIO,17
2497,Cornélio Procópio,MUNICÍPIO,17
2498,Coronel Domingos Soares,MUNICÍPIO,17
